Student_ID,Semester,Course_Prefix,Course_Number,Course_Type,Pass/Fail_Flag,Grade,Prerequisite_Course_Flag,Online_Course_Flag,Number_Of_Credits_Attempted,Number_Of_Credits_Earned,Modality,Weeks
97556,2020SP,ART,199,Undergraduate,N,,,0,1,,Hybrid - F2F/Online,7
97556,2021FA,BIO,124,Undergraduate,N,A,Y,1,1,,Hybrid - F2F/Online,9
97556,2021FA,PSY,152,Undergraduate,N,F,Y,0,2,,Hybrid - F2F/Online,8
97556,2021FA,BIO,112,Undergraduate,N,F,Y,0,1,1.0,Independent Study,12
97556,2021FA,PHY,194,Undergraduate,Y,C,Y,1,2,2.0,Face to Face,2
66483,2018FA,BIO,186,Undergraduate,N,F,Y,1,1,1.0,Face to Face,16
66483,2018FA,COM,232,Undergraduate,N,,Y,0,4,4.0,Online/Synch,15
66483,2018FA,BIO,266,Undergraduate,N,A,Y,0,1,1.0,Independent Study,12
66483,2018FA,PSY,281,Undergraduate,N,A,,0,4,4.0,Hybrid - Online/iTV,13
66483,2018SP,CHE,178,Undergraduate,N,D,Y,0,3,3.0,Hybrid - Online/iTV,8
66483,2018SP,ENG,186,Undergraduate,N,,,1,2,2.0,Independent Study,11
66483,2018SP,PHY,113,Undergraduate,Y,F,Y,1,2,2.0,Hybrid - Online/iTV,10
66483,2018SP,MUS,163,Undergraduate,Y,C,,1,1,1.0,Online/Synch,6
66483,2020SP,COM,265,Undergraduate,N,F,Y,0,2,,Hybrid - F2F/Online,5
66483,2020SP,HIS,183,Undergraduate,Y,,Y,1,1,1.0,Face to Face,11
66483,2020SP,MUS,165,Undergraduate,Y,F,Y,1,4,,Independent Study,15
17927,2018SP,BIO,273,Undergraduate,N,C,Y,0,3,,Online,7
17927,2018SP,PSY,190,Undergraduate,N,B,Y,0,2,,Practicum,3
17927,2018SP,COM,255,Undergraduate,N,B,,1,4,4.0,Practicum,2
94610,2019SP,MAT,282,Undergraduate,Y,F,Y,1,3,,Face to Face,5
68935,2021FA,PSY,140,Undergraduate,Y,,Y,0,4,,Independent Study,4
68935,2021FA,COM,277,Undergraduate,Y,B,Y,1,2,,Online,14
68935,2021FA,MUS,186,Undergraduate,N,B,Y,0,3,,Independent Study,2
68935,2018FA,CHE,152,Undergraduate,Y,F,,1,1,,Hybrid - F2F/Online,1
68935,2018FA,MUS,249,Undergraduate,Y,B,Y,1,3,,Practicum,16
68935,2018FA,CHE,122,Undergraduate,N,A,,1,2,,Independent Study,8
68935,2018FA,MUS,297,Undergraduate,Y,D,Y,1,3,3.0,Hybrid - F2F/Online,2
68935,2021SP,ART,241,Undergraduate,N,A,,0,2,,Online/Synch,6
68935,2021SP,BIO,122,Undergraduate,Y,,,1,4,,Online,5
68935,2021SP,MUS,224,Undergraduate,Y,A,Y,0,4,,Online,9
68935,2018SP,ART,274,Undergraduate,Y,D,Y,0,2,,Face to Face,6
68935,2018SP,ART,229,Undergraduate,N,B,Y,1,3,,Online/Synch,14
68935,2018SP,HIS,266,Undergraduate,N,,,0,3,3.0,Online,7
60315,2021FA,MUS,101,Undergraduate,Y,A,Y,0,3,3.0,Practicum,3
60315,2021FA,COM,194,Undergraduate,N,B,Y,0,4,4.0,Online,8
60315,2021SP,ENG,261,Undergraduate,N,A,Y,1,4,,Independent Study,16
60315,2021SP,HIS,199,Undergraduate,N,B,,1,1,,Hybrid - Online/iTV,13
60315,2021SP,CHE,182,Undergraduate,N,B,Y,1,2,,Practicum,2
60315,2021SP,COM,115,Undergraduate,N,,Y,1,1,1.0,Practicum,7
60315,2021SP,COM,121,Undergraduate,N,B,Y,1,4,,Face to Face,16
60315,2021SP,MAT,126,Undergraduate,N,D,Y,1,2,,Hybrid - F2F/Online,7
65958,2020FA,MAT,211,Undergraduate,Y,F,,1,4,,Independent Study,13
65958,2020FA,MAT,148,Undergraduate,Y,B,Y,1,2,,Online/Synch,1
22740,2021SP,CHE,175,Undergraduate,N,B,,0,2,,Online,10
86991,2019SP,CHE,281,Undergraduate,Y,F,,1,3,,Face to Face,2
86991,2019SP,MAT,155,Undergraduate,N,,Y,0,2,,Practicum,10
86991,2019SP,HIS,240,Undergraduate,Y,,,0,2,2.0,Hybrid - F2F/Online,9
86991,2019SP,MAT,138,Undergraduate,Y,F,,0,3,,Independent Study,14
86991,2019SP,PHY,139,Undergraduate,N,D,,0,3,3.0,Practicum,6
86991,2020SP,BIO,155,Undergraduate,N,C,,0,2,2.0,Face to Face,11
86991,2020SP,MUS,124,Undergraduate,N,,Y,1,1,1.0,Independent Study,9
86991,2020SP,BIO,141,Undergraduate,Y,,Y,1,3,,Hybrid - Online/iTV,10
72886,2019SP,MUS,167,Undergraduate,N,D,Y,0,1,1.0,Face to Face,13
72886,2019SP,HIS,284,Undergraduate,N,A,,0,1,1.0,Independent Study,8
72886,2019SP,HIS,182,Undergraduate,Y,D,Y,1,1,1.0,Independent Study,3
72886,2019SP,MUS,188,Undergraduate,Y,C,,1,3,,Online,1
41425,2018FA,MAT,179,Undergraduate,Y,D,Y,1,3,3.0,Online/Synch,11
41425,2018FA,MAT,128,Undergraduate,Y,F,,0,4,,Independent Study,1
41425,2018FA,PSY,212,Undergraduate,N,B,,0,1,1.0,Online,16
41425,2018FA,BIO,249,Undergraduate,N,D,,1,4,4.0,Online/Synch,9
41425,2018FA,ENG,165,Undergraduate,N,B,,1,4,,Practicum,11
41425,2018SP,COM,127,Undergraduate,N,B,Y,0,2,2.0,Practicum,2
41425,2018SP,PSY,236,Undergraduate,N,A,Y,1,2,,Online,2
41425,2018SP,COM,226,Undergraduate,Y,A,Y,0,2,2.0,Face to Face,14
41425,2018SP,PSY,194,Undergraduate,Y,A,Y,1,3,3.0,Hybrid - F2F/Online,4
41425,2018SP,COM,195,Undergraduate,N,F,,1,2,2.0,Practicum,16
41425,2021SP,MUS,234,Undergraduate,N,F,Y,1,2,,Practicum,8
14804,2018FA,MAT,245,Undergraduate,N,B,,1,2,2.0,Independent Study,9
14804,2018FA,MUS,263,Undergraduate,Y,D,Y,1,2,,Practicum,13
14804,2018FA,BIO,116,Undergraduate,N,C,,0,4,,Online/Synch,7
14804,2018FA,PSY,233,Undergraduate,Y,C,,0,2,2.0,Face to Face,1
14804,2018FA,PSY,204,Undergraduate,Y,C,,1,4,4.0,Hybrid - F2F/Online,13
14804,2019FA,MUS,146,Undergraduate,N,A,,0,4,4.0,Independent Study,2
14804,2019FA,MUS,278,Undergraduate,Y,,Y,0,1,,Hybrid - F2F/Online,15
14804,2019FA,ENG,199,Undergraduate,Y,A,Y,0,4,4.0,Independent Study,2
14804,2019FA,ART,124,Undergraduate,Y,,,1,1,,Hybrid - F2F/Online,11
14804,2019FA,BIO,289,Undergraduate,N,F,,0,3,,Face to Face,13
14804,2020SP,BIO,102,Undergraduate,N,C,Y,0,1,,Online,11
14804,2020SP,BIO,177,Undergraduate,N,C,Y,1,3,,Face to Face,15
14804,2020SP,BIO,222,Undergraduate,Y,,,0,1,,Face to Face,4
14804,2020SP,HIS,282,Undergraduate,N,C,Y,0,1,1.0,Online/Synch,5
14804,2020SP,CHE,193,Undergraduate,N,,Y,1,1,,Hybrid - Online/iTV,6
14804,2020SP,ENG,213,Undergraduate,N,B,,1,3,,Online/Synch,8
14804,2020SP,ENG,218,Undergraduate,Y,C,,0,3,3.0,Online/Synch,9
14804,2020SP,MAT,197,Undergraduate,N,B,,1,1,,Face to Face,3
14804,2020SP,ART,166,Undergraduate,Y,C,,0,2,2.0,Practicum,3
93386,2018FA,HIS,292,Undergraduate,N,C,Y,1,2,,Independent Study,4
93386,2018FA,ART,286,Undergraduate,N,,,1,3,3.0,Hybrid - Online/iTV,16
83339,2020SP,MAT,224,Undergraduate,N,B,,0,4,4.0,Hybrid - Online/iTV,15
83339,2018FA,ENG,146,Undergraduate,N,A,Y,1,2,,Hybrid - F2F/Online,10
83339,2018FA,MUS,248,Undergraduate,Y,C,,1,4,,Hybrid - Online/iTV,9
83339,2018FA,MUS,217,Undergraduate,Y,F,,1,4,,Online/Synch,3
83339,2018FA,ART,277,Undergraduate,N,C,,0,3,3.0,Online,6
83339,2018FA,MUS,268,Undergraduate,N,F,Y,1,4,4.0,Face to Face,11
11563,2020SP,ENG,296,Undergraduate,N,B,Y,0,2,,Online,2
11563,2020SP,ART,181,Undergraduate,Y,D,,1,3,,Hybrid - Online/iTV,11
11563,2020SP,MAT,231,Undergraduate,Y,,,0,3,,Online/Synch,6
11563,2020SP,ART,161,Undergraduate,Y,D,,0,4,4.0,Online/Synch,12
11563,2020SP,BIO,118,Undergraduate,Y,F,Y,0,4,4.0,Hybrid - F2F/Online,10
11563,2021SP,PSY,268,Undergraduate,N,D,Y,1,3,,Hybrid - Online/iTV,9
11563,2021SP,PSY,299,Undergraduate,N,B,Y,0,3,3.0,Online,11
11563,2021SP,BIO,228,Undergraduate,N,,Y,0,1,1.0,Hybrid - F2F/Online,8
11563,2021SP,CHE,261,Undergraduate,Y,F,Y,1,3,,Online/Synch,2
11563,2021SP,ART,276,Undergraduate,Y,A,,0,3,,Online/Synch,4
11563,2019FA,MAT,112,Undergraduate,Y,C,,1,3,3.0,Hybrid - F2F/Online,5
11563,2019FA,PHY,254,Undergraduate,Y,B,Y,0,1,,Online,12
67857,2019SP,COM,282,Undergraduate,Y,C,Y,1,4,,Independent Study,11
67857,2018SP,MAT,291,Undergraduate,Y,,,0,2,2.0,Hybrid - Online/iTV,15
67857,2018SP,MAT,154,Undergraduate,N,D,Y,0,1,1.0,Practicum,16
67857,2018SP,ENG,269,Undergraduate,N,F,Y,0,3,3.0,Practicum,2
67857,2019SP,MUS,181,Undergraduate,N,D,Y,1,3,3.0,Independent Study,9
67857,2019SP,PHY,197,Undergraduate,Y,,,1,4,,Independent Study,10
67857,2021FA,BIO,224,Undergraduate,Y,F,,0,3,3.0,Online,12
67857,2021FA,MAT,244,Undergraduate,N,A,Y,1,3,3.0,Online/Synch,2
33404,2019FA,PSY,264,Undergraduate,Y,F,Y,0,2,2.0,Face to Face,15
33404,2019FA,PSY,249,Undergraduate,N,C,Y,1,3,,Practicum,10
33404,2019FA,CHE,275,Undergraduate,N,,,1,1,1.0,Face to Face,9
33404,2021SP,PSY,206,Undergraduate,Y,F,,0,2,2.0,Hybrid - Online/iTV,9
33404,2021SP,PSY,181,Undergraduate,N,A,,1,2,2.0,Online/Synch,8
33404,2021SP,PHY,268,Undergraduate,Y,,,0,3,,Hybrid - F2F/Online,3
33404,2021SP,PHY,196,Undergraduate,N,A,Y,1,3,,Independent Study,15
33404,2021SP,ENG,180,Undergraduate,N,A,Y,1,2,2.0,Practicum,8
33404,2020FA,ENG,142,Undergraduate,Y,D,Y,1,3,,Hybrid - Online/iTV,2
34377,2020FA,MUS,230,Undergraduate,N,F,Y,1,1,1.0,Hybrid - F2F/Online,1
34377,2020FA,PHY,258,Undergraduate,N,C,,0,2,2.0,Independent Study,11
34377,2020FA,PSY,111,Undergraduate,N,,,0,3,3.0,Practicum,6
34377,2020FA,BIO,265,Undergraduate,N,B,,1,1,,Hybrid - F2F/Online,1
34377,2020FA,COM,230,Undergraduate,N,C,Y,1,1,,Practicum,13
54127,2019FA,PHY,258,Undergraduate,Y,,,0,4,4.0,Practicum,8
54127,2019FA,HIS,260,Undergraduate,N,B,,1,3,,Independent Study,3
54127,2019FA,PHY,200,Undergraduate,Y,A,Y,1,3,3.0,Online/Synch,3
54127,2019FA,BIO,186,Undergraduate,N,C,,0,3,3.0,Hybrid - Online/iTV,6
16899,2019SP,PHY,267,Undergraduate,Y,B,,0,3,,Online,7
16899,2019SP,ENG,134,Undergraduate,N,A,Y,1,4,,Independent Study,16
16899,2019SP,CHE,162,Undergraduate,N,F,,0,3,,Hybrid - Online/iTV,8
16899,2021SP,PHY,242,Undergraduate,N,A,,1,3,3.0,Hybrid - Online/iTV,10
16899,2021SP,BIO,291,Undergraduate,Y,A,Y,1,3,3.0,Hybrid - F2F/Online,5
16899,2021SP,ART,112,Undergraduate,Y,,,1,4,4.0,Hybrid - F2F/Online,6
16899,2021SP,BIO,241,Undergraduate,Y,A,Y,0,2,,Hybrid - Online/iTV,1
16899,2021SP,MAT,275,Undergraduate,N,D,,0,2,,Practicum,16
44611,2019FA,PSY,210,Undergraduate,Y,C,Y,0,4,,Online/Synch,8
44611,2021SP,COM,141,Undergraduate,N,B,Y,0,1,,Online,12
44611,2021SP,PHY,209,Undergraduate,Y,A,,1,1,1.0,Hybrid - F2F/Online,4
44611,2021SP,CHE,221,Undergraduate,Y,C,Y,1,4,,Online/Synch,11
44611,2021SP,BIO,242,Undergraduate,N,B,Y,0,2,,Hybrid - Online/iTV,3
44611,2019SP,PSY,119,Undergraduate,N,F,Y,1,2,2.0,Online,9
44611,2019SP,HIS,297,Undergraduate,N,B,Y,1,2,2.0,Online,10
44611,2019SP,CHE,191,Undergraduate,N,F,,1,4,,Hybrid - Online/iTV,7
44611,2019SP,ART,210,Undergraduate,N,D,Y,1,2,,Hybrid - F2F/Online,11
34970,2019SP,CHE,241,Undergraduate,Y,,,0,2,,Practicum,4
34970,2019SP,PHY,123,Undergraduate,N,F,,0,1,,Independent Study,9
34970,2020FA,HIS,229,Undergraduate,Y,F,Y,0,4,,Online,3
34970,2020FA,MAT,131,Undergraduate,Y,,Y,1,3,3.0,Hybrid - Online/iTV,14
34970,2020FA,CHE,195,Undergraduate,Y,B,Y,1,3,3.0,Independent Study,11
34970,2021SP,ENG,142,Undergraduate,N,F,,0,4,,Independent Study,5
34970,2021SP,CHE,176,Undergraduate,Y,,,1,3,,Face to Face,4
34970,2021SP,ART,188,Undergraduate,Y,B,,0,3,,Online,3
67774,2020FA,BIO,181,Undergraduate,Y,F,,1,1,1.0,Hybrid - F2F/Online,4
67774,2020FA,CHE,286,Undergraduate,N,C,Y,1,3,3.0,Practicum,2
67774,2020FA,COM,265,Undergraduate,N,F,,1,4,,Hybrid - F2F/Online,6
67774,2020FA,HIS,277,Undergraduate,N,B,Y,1,2,,Hybrid - F2F/Online,2
51228,2018FA,MUS,188,Undergraduate,N,C,Y,0,3,3.0,Online,3
51228,2018FA,ART,206,Undergraduate,N,,Y,0,2,,Hybrid - F2F/Online,9
51228,2019FA,MAT,299,Undergraduate,N,F,,1,3,3.0,Face to Face,3
51228,2019FA,PHY,130,Undergraduate,Y,C,,1,3,3.0,Online,14
51228,2018FA,HIS,178,Undergraduate,N,F,,1,4,,Practicum,1
51228,2018FA,COM,164,Undergraduate,Y,A,Y,0,1,1.0,Hybrid - F2F/Online,16
51228,2018FA,CHE,132,Undergraduate,N,,Y,1,1,,Online/Synch,11
42392,2021FA,CHE,124,Undergraduate,Y,C,Y,1,1,,Hybrid - Online/iTV,1
42392,2021FA,CHE,225,Undergraduate,Y,A,,1,1,,Online/Synch,16
42392,2020FA,COM,294,Undergraduate,N,F,,1,1,1.0,Hybrid - F2F/Online,12
42392,2020FA,ENG,167,Undergraduate,N,,Y,1,1,1.0,Independent Study,8
42392,2020FA,ENG,171,Undergraduate,N,F,Y,0,2,2.0,Independent Study,7
42392,2020FA,PHY,252,Undergraduate,Y,B,,1,4,4.0,Hybrid - F2F/Online,1
42392,2018SP,PSY,264,Undergraduate,N,,,1,1,,Online,4
42392,2018SP,ENG,239,Undergraduate,Y,C,,1,2,,Hybrid - Online/iTV,15
33660,2021SP,CHE,165,Undergraduate,Y,D,,0,3,,Face to Face,16
33660,2021SP,PSY,206,Undergraduate,N,D,,0,3,,Hybrid - F2F/Online,16
33660,2021SP,MUS,157,Undergraduate,Y,A,Y,1,2,,Practicum,1
33660,2021SP,ART,161,Undergraduate,Y,B,Y,1,3,3.0,Face to Face,7
33660,2020FA,PHY,234,Undergraduate,Y,D,Y,0,3,,Face to Face,1
33660,2020FA,PSY,220,Undergraduate,N,,Y,0,2,,Hybrid - Online/iTV,10
33660,2020FA,PHY,282,Undergraduate,Y,F,Y,0,3,3.0,Face to Face,4
33660,2020FA,COM,289,Undergraduate,Y,F,Y,0,2,,Practicum,15
33660,2020FA,MAT,289,Undergraduate,N,B,Y,1,1,1.0,Practicum,3
33660,2020FA,PHY,285,Undergraduate,N,F,,1,1,,Practicum,3
33660,2021SP,PSY,293,Undergraduate,N,B,,1,3,3.0,Hybrid - F2F/Online,9
33660,2021SP,HIS,292,Undergraduate,N,D,,1,3,3.0,Practicum,3
33660,2021SP,ART,144,Undergraduate,Y,A,,1,1,1.0,Hybrid - Online/iTV,14
29054,2019FA,BIO,280,Undergraduate,N,C,Y,1,4,4.0,Online/Synch,4
29054,2021SP,CHE,256,Undergraduate,Y,D,Y,1,1,1.0,Online,8
29054,2021SP,PSY,296,Undergraduate,N,A,,0,4,,Face to Face,13
29054,2021SP,MAT,287,Undergraduate,N,,,1,1,,Hybrid - F2F/Online,10
29054,2021SP,BIO,188,Undergraduate,N,A,Y,1,4,,Online,1
29054,2021SP,MUS,128,Undergraduate,Y,B,,1,1,1.0,Online/Synch,7
29054,2021FA,PHY,149,Undergraduate,Y,B,,1,3,3.0,Hybrid - Online/iTV,2
29054,2020SP,CHE,275,Undergraduate,N,B,Y,1,4,,Online,11
29054,2020SP,CHE,141,Undergraduate,Y,,Y,0,1,1.0,Online/Synch,11
29054,2020SP,PHY,107,Undergraduate,Y,A,Y,1,4,4.0,Independent Study,7
29054,2020SP,PSY,263,Undergraduate,N,B,,1,2,2.0,Independent Study,3
29054,2020SP,MUS,187,Undergraduate,N,F,,0,1,,Practicum,7
44046,2019FA,MAT,183,Undergraduate,Y,C,,0,2,2.0,Hybrid - Online/iTV,4
44046,2019FA,PHY,208,Undergraduate,Y,B,Y,0,2,,Face to Face,16
44046,2019FA,HIS,222,Undergraduate,Y,D,,0,1,1.0,Practicum,12
44046,2018FA,PHY,256,Undergraduate,Y,A,,1,4,4.0,Face to Face,16
44046,2018FA,ART,174,Undergraduate,Y,D,Y,0,3,3.0,Practicum,10
44046,2018FA,CHE,172,Undergraduate,Y,D,Y,0,2,2.0,Online,14
44046,2018FA,HIS,157,Undergraduate,Y,B,Y,0,4,,Face to Face,8
44046,2018FA,MUS,296,Undergraduate,Y,C,Y,0,3,,Online,7
44046,2019SP,COM,152,Undergraduate,Y,C,,0,1,,Face to Face,2
44046,2019SP,COM,175,Undergraduate,Y,D,,1,3,3.0,Hybrid - Online/iTV,15
44046,2019SP,PSY,158,Undergraduate,N,C,,1,3,3.0,Practicum,8
44046,2019SP,HIS,139,Undergraduate,N,C,,0,4,,Online/Synch,12
44046,2019SP,CHE,240,Undergraduate,Y,D,Y,1,4,,Hybrid - F2F/Online,7
44046,2019SP,ART,228,Undergraduate,N,B,Y,1,4,4.0,Practicum,5
44046,2019SP,ENG,229,Undergraduate,N,A,Y,0,2,,Face to Face,4
60050,2018FA,CHE,253,Undergraduate,Y,B,,1,4,4.0,Face to Face,5
60050,2018FA,PHY,272,Undergraduate,Y,D,Y,0,4,,Face to Face,10
60050,2018FA,ART,293,Undergraduate,N,F,,1,2,,Online,9
60050,2021SP,ENG,145,Undergraduate,Y,,Y,1,2,2.0,Hybrid - Online/iTV,1
60050,2021SP,COM,166,Undergraduate,Y,,,0,4,4.0,Independent Study,2
60050,2021SP,MAT,140,Undergraduate,N,B,,1,3,3.0,Hybrid - Online/iTV,8
60050,2021SP,ART,195,Undergraduate,N,F,Y,1,1,,Online,15
60050,2021SP,HIS,165,Undergraduate,Y,F,,1,2,,Online,3
60050,2018SP,CHE,285,Undergraduate,N,F,Y,1,2,2.0,Independent Study,10
60050,2018SP,MUS,156,Undergraduate,Y,A,Y,0,3,3.0,Online,13
